directors,actors,runtime,production_company,audience_rating,G,NC17,NR,PG,PG-13,R,Action & Adventure,Animation,Anime & Manga,Art House & International,Classics,Comedy,Cult Movies,Documentary,Drama,Faith & Spirituality,Gay & Lesbian,Horror,Kids & Family,Musical & Performing Arts,Mystery & Suspense,Romance,Science Fiction & Fantasy,Special Interest,Sports & Fitness,Television,Western
Cheryl Hines,"Meg Ryan, Timothy Hutton, Kristen Bell, Justin Long, Nathan Dean",84.0,Magnolia Pictures,25.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reginald Hudlin,"Elizabeth Hurley, Matthew Perry, Cedric the Entertainer, Bruce Campbell, Amy Adams",99.0,Paramount Pictures,26.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brad Anderson,"David Caruso, Stephen Gevedon, Paul Guilfoyle (II), Josh Lucas, Peter Mullan",97.0,USA Films,63.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Pete Davidson",105.0,Netflix,68.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matt Russell,"Robert Duvall, Lucas Black, Melissa Leo, Deborah Ann Woll, Brian Geraghty",96.0,Steamboat Rock,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper",124.0,Sony Pictures,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Martin McDonagh,"Colin Farrell, Woody Harrelson, Christopher Walken, Abbie Cornish, Sam Rockwell",111.0,CBS Films,71.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergey Bodrov,"Jeff Bridges, Julianne Moore, Ben Barnes, Alicia Vikander, Kit Harington",102.0,Universal,34.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Christopher Smith (VIII),"Toby Stevens, Claudie Blakley, Andy Nyman, Babou Ceesay, Toby Stephens",95.0,Magnolia Pictures,61.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tony Stone,"Fiore Tedesco, Tony Stone, David Perry, Noelle Bailey, Clare Amory",110.0,Magnolia Pictures,38.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mat Whitecross,"Andy Serkis, Bill Milner, Ray Winstone, Naomie Harris, Tom Hughes",114.0,Lipsync Productions,66.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miles Brandman,"Alexis Dziena, Eliza Dushku, Kuno Becker, Macaulay Culkin, Joanna Miles",81.0,Brandman,21.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Waters,"Simon Baker, Winona Ryder, Leslie Bibb, Julie Bowen, Robert Wisdom",100.0,Anchor Bay Entertainment,42.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Medem,"Paz Vega, Tristan Ulloa, Najwa Nimri, Daniel Freire, Elena Anaya",125.0,Palm Pictures,86.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth",145.0,Warner Bros. Pictures,77.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, John Corbett",147.0,Warner Bros. Pictures,43.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sean Anders,"Josh Zuckerman, Amanda Crew, Clark Duke, James Marsden, Seth Green",108.0,Summit Entertainment,58.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catherine Breillat,"Anne Parillaud, Grégoire Colin, Roxane Mesquida, Ashley Wanninger, Dominique Colladant",94.0,IFC Films,47.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Mike Binder,"Mariel Hemingway, Mike Binder, Renee Humphrey, Taylor Nichols, Missy Crider",97.0,Trimark,45.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl Wein,Richard Berkowitz,75.0,Regent Releasing/here! Films,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Jake Kasdan,"Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper, Rob Lowe",94.0,Sony Pictures,33.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Glazer,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman, Cavan Kendall",88.0,20th Century Fox,85.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Ethan Hawke,"Seymour Bernstein, Kimball Gallagher, Andrew Harvey, Junko Ichikawa, Michael Kimmelman",81.0,IFC Films,78.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Damian Nieman,"Gabriel Byrne, Thandie Newton, Sylvester Stallone, Melanie Griffith, Stuart Townsend",101.0,RKO Pictures,58.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Jason Bourque, Nick Bicanic","Gerard Butler, Peter Singer",86.0,,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
James Marsh,"Andrea Riseborough, Clive Owen, Aidan Gillen, Domhnall Gleeson, Gillian Anderson",102.0,Magnolia Pictures,52.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
E. Elias Merhige,"John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes, Eddie Izzard",93.0,Lions Gate Releasing,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Lee Daniels,"Cuba Gooding Jr., Helen Mirren, Stephen Dorff, Vanessa Ferlito, Joseph Gordon-Levitt",93.0,Freestyle Releasing,38.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Brad Mirman,"Joshua Jackson, Harvey Keitel, Claire Forlani, John Rhys-Davies, Giancarlo Giannini",99.0,Studio Eight Productions,61.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tim Story,"Samuel L. Jackson, Jessie T. Usher, Regina Hall, Alexandra Shipp, Matt Lauria",111.0,New Line Cinema,94.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Shankman, Brian Robbins","Tim Allen, Kristin Davis, Robert Downey Jr., Vin Diesel, Jan Devereaux",99.0,Buena Vista,39.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Peter Chelsom,"Richard Gere, Jennifer Lopez, Susan Sarandon, Stanley Tucci, Bobby Cannavale",106.0,Miramax Films,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Emmanuel Mouret,"Emmanuel Mouret, Julie Gayet, Michaël Cohen, Virginie Ledoyen, Frédérique Bel",102.0,Music Box Films,62.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sheldon Wilson,"Timothy V. Murphy, Stan Kirsch, Lindsey Stoddart, Patty McCormack, Rocky Marquette",97.0,Deco Filmworks,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Peter Farrelly, Bobby Farrelly","Jack Black, Gwyneth Paltrow, Jason Alexander, Joe Viterelli, Rene Kirby",114.0,20th Century Fox,45.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve McQueen (III),"Michael Fassbender, Carey Mulligan, James Badge Dale, Nicole Beharie, Hannah Ware",99.0,Fox Searchlight,75.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mikael Håfström,"John Cusack, Yun-Fat Chow, Ken Watanabe, Li Gong, Franka Potente",105.0,The Weinistein Company,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
David Dobkin,"Jackie Chan, Owen Wilson, Fann Wong, Aidan Gillen, Donnie Yen",114.0,Touchstone Pictures,54.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill, Roger Yuan",110.0,Buena Vista Internationa,65.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mo Ali,"Adam Deacon Bashy, Michael Socha, Kaya Scodelario, Jan Udon, Jennie Jacques",90.0,Revolver Entertainment,32.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benny Chan,"Andy Lau, Nicholas Tse, Jackie Chan, Bingbing Fan, Jing Wu",131.0,Variance Films,71.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Chow,"Stephen Chow, Man Tat Ng, Wei Zhao, Vicki Zhao Wei, Patrick Tse",111.0,Miramax Films,84.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Worth,"John Barrowman, Jenny McShane, Ryan Cutrona, George Stanchev, Pavlin Kemilev",94.0,Nu Image,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
David R. Ellis,"Sara Paxton, Chris Carmack, Sinqua Walls, Joel David Moore, Alyssa Diaz",91.0,Relativity Media,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Eric 'Bibo' Bergeron, Rob Letterman, Bibo Bergeron, Vicky Jenson","Will Smith, Robert De Niro, Renée Zellweger, Angelina Jolie, Jack Black",90.0,DreamWorks SKG,49.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anthony C. Ferrante,"Tara Reid, Ian Ziering, John Heard, Cassandra Scerbo, Jaason Simmons",90.0,NCM Fathom,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
Anthony C. Ferrante,"Ian Ziering, Tara Reid, Vivica A. Fox, Mark McGrath, Kari Wuhrer",90.0,NCM Fathom,31.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declan O'Brien,"Eric Roberts, Kerem Bürsin, Michael Gaglio, Ralph Garman, Sara Malakul Lane",89.0,Anchor Bay Entertainment,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Rob Stewart,"Eric Ritter, Dr. Boris Worm, Patrick Moore, Rex Weyler, Rob Stewart (IX)",89.0,Freestyle Releasing,88.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Billy Ray,"Hayden Christensen, Peter Sarsgaard, Chloë Sevigny, Rosario Dawson, Melanie Lynskey",95.0,Lions Gate Films Inc.,79.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Wright,"Simon Pegg, Kate Ashfield, Nick Frost, Lucy Davis, Dylan Moran",97.0,Focus Features,93.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"Mark Burton, Richard Starzak","Richard Webber, Kate Harbour, Sean Connolly, Stanley Unwin, Nick Park",85.0,Lionsgate,81.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David F. Sandberg,"Zachary Levi, Mark Strong (II), Asher Angel, Jack Dylan Grazer, Djimon Hounsou",132.0,New Line Cinema,82.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Melanie Mayron,"Piper Perabo, Jane McGregor, Trent Ford, Michael McKean, Julie White",90.0,LionsGate Entertainment,38.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spike Lee,"Anthony Mackie, Kerry Washington, Ellen Barkin, Monica Bellucci, Jim Brown",138.0,Sony Pictures Classics,60.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Stevenson,"James McAvoy, Emily Blunt, Johnny Depp, Chiwetel Ejiofor, Maggie Smith",86.0,Paramount Pictures,35.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong (II), Eddie Marsan",128.0,Warner Bros. Pictures/Village Roadshow,77.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Guy Ritchie,"Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams, Jared Harris",129.0,Warner Bros. Pictures,77.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jennifer Peedom,"Russell Brice, Tim Medvetz",96.0,Felix Media,81.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurie Collyer,"Maggie Gyllenhaal, Giancarlo Esposito, Bridget Barkan, Brad William Henke, Ryan Simpkins",95.0,IFC,57.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peter Bogdanovich,"Imogen Poots, Kathryn Hahn, Rhys Ifans, Owen Wilson, Quentin Tarantino",93.0,Lionsgate Premiere,35.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence",106.0,Paramount,59.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andy Fickman,"Amanda Bynes, Channing Tatum, Laura Ramsey, Vinnie Jones, Robert Hoffman (X)",105.0,DreamWorks SKG,79.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Martin Scorsese,"The Rolling Stones, Mick Jagger, Keith Richards (II), Charlie Watts, Ronnie Wood",122.0,Paramount,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Derek Yee,"Jackie Chan, Naoto Takenaka, Daniel Wu, Bingbing Fan, Jinglei Xu",120.0,Columbia Pictures,67.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lasse Hallstrom,"Kevin Spacey, Julianne Moore, Judi Dench, Cate Blanchett, Pete Postlethwaite",111.0,Miramax Films,61.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Kang Je-kyu,"Han Suk-kyu, Song Kang Ho, Yunjin Kim",124.0,IDP Distribution,69.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ron Oliver,"Chad Allen, Sebastian Spence, Michael Woods, Morgan Fairchild, Daryl Shuttleworth",91.0,Regent Releasing,53.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Michael Davis,"Clive Owen, Paul Giamatti, Monica Bellucci, Stephen McHattie, Greg Bryk",87.0,New Line Cinema,65.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Antoine Fuqua,"Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara, Elias Koteas",126.0,Paramount Pictures,80.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Anand Tucker,"Steve Martin, Claire Danes, Jason Schwartzman, Bridgette Wilson-Sampras, Sam Bottoms",116.0,Touchstone Pictures,58.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hirokazu Koreeda,"Lily Franky, Sakura Andô, Mayu Matsuoka, Kirin Kiki, Jyo Kairi",121.0,Magnolia Pictures,91.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Destin Daniel Cretton,"Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Kevin Hernandez",96.0,Cinedigm,92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robert Rodriguez,"Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon, Devon Gearhart",89.0,Warner Bros. Pictures,32.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen",120.0,Saban Films,80.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Nichols,"Michael Shannon, Douglas Ligon, Barlow Jacobs, Michael Abbott Jr., Travis Smith",92.0,International Film Circuit,80.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Cess Silvera,"Ky-Mani Marley, Spragga Benz, Lennox Lewis, Tyson Beckford, Wyclef Jean",95.0,Sony Pictures,91.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Vicky Jenson, Andrew Adamson","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel",89.0,Dreamworks,90.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Conrad Vernon, Andrew Adamson, Kelly Asbury","Mike Myers, John Cleese, Jonathan Ross, Jennifer Saunders, Conrad Vernon",92.0,Dreamworks,69.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Chris Miller, Raman Hui","Julie Andrews, John Cleese, Rupert Everett, Eric Idle, Susanne Blakeslee",93.0,Dreamworks,52.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mike Mitchell,"Mike Myers, Craig Robinson, Kathy Griffin, Lake Bell, Ryan Seacrest",95.0,Paramount,54.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
John Blanchard,"Tiffani Thiessen, Tom Arnold, Coolio, Julie Benz, Shirley Jones",86.0,Trimark,31.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Paddy Breathnach,"Lindsey Haun, Jack Huston, Max Kasch, Maya Hazen, Alice Greczyn",84.0,Capitol Films,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Farren Blackburn,"Naomi Watts, Oliver Platt, Jacob Tremblay, David Cubitt, Clémentine Poidatz",91.0,EuropaCorp,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Banjong Pisanthanakun, Parkpoom Wongpoom","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Natthaweeranuch Thonghee, Unnop Chanpaibool",95.0,Vivendi Entertainment,77.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Denis Villeneuve,"Emily Blunt, Jon Bernthal, Josh Brolin, Benicio Del Toro, Jeffrey Donovan",121.0,Lionsgate,85.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Stefano Sollima,"Benicio Del Toro, Josh Brolin, Isabela Merced, Jeffrey Donovan, Manuel Garcia-Rulfo",122.0,Columbia Pictures,65.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Moore,"Michael Moore, George W. Bush",113.0,The Weinstein Company,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Chris Kenneally,"Keanu Reeves, David Lynch, Martin Scorsese, George Lucas, Richard Linklater",98.0,Tribecca Film,86.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Steven Soderbergh,"Jude Law, Rooney Mara, Catherine Zeta-Jones, Channing Tatum, Carmen Pelaez",105.0,Open Road Films,70.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Gustavo Taretto,"Pilar López de Ayala, Javier Drolas, Inés Efron, Carla Peterson, Rafael Ferro",95.0,IFC Films,82.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Jessica Hecht",126.0,Fox Searchlight Pictures,79.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ian Samuels,"Shannon Purser, Kristine Froseth, Chrissy Metz, Lea Thompson, Noah Centineo",105.0,Netflix,30.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Wheatley,"Alice Lowe, Eileen Davies, Steve Oram, Monica Dolan, Jonathan Aris",88.0,IFC Films,62.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Bruckner, Jacob Gentry, Dan Bush","AJ Bowen, Anessa Ramsey, Justin Welborn, Scott Poythress, Cheri Christian",101.0,Magnolia Pictures,58.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Abigail Breslin, Rory Culkin, Cherry Jones",106.0,Buena Vista Pictures,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Piyush Jha,"Parzan Dastur, Ayesha Kapoor, Arunoday Singh, Sanjay Suri, Madhavan",110.0,Big Pictures Releases,53.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Martin Scorsese,"Liam Neeson, Adam Driver, Andrew Garfield, Issei Ogata, Tadanobu Asano",161.0,Paramount Pictures,69.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christophe Gans,"Radha Mitchell, Sean Bean, Laurie Holden, Deborah Kara Unger, Kim Coates",119.0,Sony Pictures,63.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Michael J. Bassett,"Adelaide Clemens, Kit Harington, Deborah Kara Unger, Martin Donovan, Malcolm McDowell",95.0,Open Road Films,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Laura Lau, Chris Kentis","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Taylor Ross, Adam Barnett",88.0,Open Road Films,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Carlos Reygadas,"Cornelio Wall, Elizabeth Fehr, Jacobo Klassen, Maria Pankratz, Miriam Toews",127.0,Bac Films,69.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Steven C. Miller,"Malcolm McDowell, Jaime King, Donal Logue, Brendan Fehr, Lisa Marie",94.0,Anchor Bay Films,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
John Sayles,"Chris Cooper, Michael Murphy, Richard Dreyfuss, Danny Huston, Miguel Ferrer",128.0,Newmarket Films,32.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker",122.0,The Weinstein Company,86.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Campos,"Brady Corbet, Mati Diop, Michael Abiteboul, Constance Rousseau, Lila Salet",105.0,IFC Films,51.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Andrew Niccol,"Al Pacino, Catherine Keener, Rachel Roberts (III), Evan Rachel Wood, Jay Mohr",117.0,New Line Cinema,35.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
David Silverman,"Julie Kavner, Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Harry Shearer",86.0,20th Century Fox,77.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Rodriguez, Quentin Tarantino, Frank Miller","Bruce Willis, Mickey Rourke, Jessica Alba, Clive Owen, Rosario Dawson",124.0,Dimension Films,78.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Augustin Diaz Yanes, Agustín Díaz Yanes","Victoria Abril, Penelope Cruz, Demian Bichir, Fanny Ardant, Juan Echanove",115.0,Casa Nova Films,66.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick Gilmore, Tim Johnson","Joseph Fiennes, Chung Chan, Jim Cummings, Andrew Birch, Chris Miller",86.0,DreamWorks SKG,56.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
